ID,Name,FiscalYear,FiscalYearEnd,Revenue,USFEIN,SSN,InputAddressAL,InputAddressCity,InputAddressState,InputAddressZipCode,InputAddressCountry,NewInTY22,FinalInTY22,K1DueJune30,FromADVPF,ENableTaxSoftware,Website,ChainID,FDN_Category2,FDN_Country,FDN_Currency,FDN_EntityStructure,FDN_EntityType,FDN_GeographyType,FDN_Industry,FDN_Region,FDN_Strategy,FDN_Status
982,White Solutions Ltd,True,31-Dec,3057502,88-1765436,355-38-4106,3025 Riverside Dr,Muscat,,97602,BH,No,Yes,Yes,No,Yes,https://www.white-solutions-ltd.com,382,Portfolio Company-Related,BH,BHD,Limited Company,Partnership,International,Software Development,Middle East,Global Convertibles,Draft
983,Moreau Management SARL,True,30-Jun,4535831,39-1293325,626-92-4600,3466 Elm Blvd,Riyadh,,57477,BH,Yes,No,No,No,Yes,https://www.moreau-management-sarl.com,383,Portfolio Company-Related,BH,BHD,SARL,Private Company,Domestic,Software Development,Middle East,European Senior Loans,Draft
984,Moreau Investments LLC,True,30-Sep,4248760,69-6963833,649-66-2202,9884 Oak Ln,Muscat,,71536,SA,Yes,No,No,Yes,Yes,https://www.moreau-investments-llc.com,384,Deal-Related,SA,SAR,LLC,Corporation,International,Finance,Middle East,Global Convertibles,Pending Validation
985,Moreau Management LLC,True,31-Dec,4083292,54-5775539,267-43-1480,4671 Oak Way,São Paulo,,31352,AR,No,Yes,Yes,No,Yes,https://www.moreau-management-llc.com,385,Deal-Related,AR,ARS,LLC,Partnership,Domestic,Software Development,South America,US Private Debt,Draft
986,Brown Group SA,False,31-Dec,2487210,83-1237331,228-50-1215,7373 Broad Pl,Lima,,26821,CL,Yes,Yes,Yes,No,Yes,https://www.brown-group-sa.com,386,Portfolio Company-Related,CL,CLP,SA,Corporation,Domestic,Software Development,South America,European Senior Loans,Pending Validation
987,Brown Ventures Pvt Ltd,True,31-Dec,3634039,35-7681643,209-27-4991,111 Main Dr,Ottawa,,M5O 5N9,CA,No,Yes,No,No,No,https://www.brown-ventures-pvt-ltd.com,387,Fund-Related,CA,CAD,Private Company,Public Sector Undertaking,International,Finance,North America,US Private Debt,Draft
988,Taylor Industries LLC,True,31-Mar,2948714,89-2198638,711-58-2527,2659 Washington Blvd,Muscat,,15726,SA,No,Yes,Yes,No,No,https://www.taylor-industries-llc.com,388,Fund-Related,SA,SAR,LLC,Private Company,Domestic,Construction,Middle East,Global Convertibles,Pending Validation
989,Martin Holdings Pvt Ltd,True,31-Mar,2710839,78-0139537,804-72-7816,4909 Oak Way,Vancouver,,T3Z 0R5,CA,No,No,Yes,No,Yes,https://www.martin-holdings-pvt-ltd.com,389,Fund-Related,CA,CAD,Private Company,Partnership,International,Construction,North America,US Private Debt,Active
990,Harris Services LLC,False,30-Sep,3283920,38-1247391,434-30-8307,5495 Sunset Ct,Caracas,,98091,PE,No,Yes,Yes,Yes,Yes,https://www.harris-services-llc.com,390,Portfolio Company-Related,PE,PEN,LLC,Partnership,International,Healthcare,South America,European Senior Loans,Active
991,Jackson Enterprises SA,True,30-Sep,2132985,26-6307535,114122426030260,1241 Broad Ln,Strasbourg,,97500,FR,No,No,No,Yes,No,https://www.jackson-enterprises-sa.com,391,Fund-Related,FR,EUR,SA,Organization,Domestic,Healthcare,Europe,Global Convertibles,Active
992,Costa Solutions SA,True,31-Mar,4014747,86-9908556,170-39-6196,6316 Elm Ave,São Paulo,,36522,CL,No,Yes,Yes,Yes,No,https://www.costa-solutions-sa.com,392,Portfolio Company-Related,CL,CLP,SA,Partnership,International,Software Development,South America,Global Credit,Active
993,Lefevre Industries Ltd,False,30-Jun,1086196,23-0354875,229-29-5638,8193 Oak Rd,São Paulo,,98907,VE,No,No,Yes,No,Yes,https://www.lefevre-industries-ltd.com,393,Fund-Related,VE,VES,Limited Company,Private Company,Domestic,Construction,South America,European Senior Loans,Draft
994,Kowalski Holdings SA,False,31-Dec,1565203,85-0511403,837-23-5615,997 Broad Ave,Jeddah,,76632,KW,No,Yes,No,Yes,Yes,https://www.kowalski-holdings-sa.com,394,Fund-Related,KW,KWD,SA,Corporation,International,Healthcare,Middle East,US Private Debt,Active
995,White Services LLC,True,31-Dec,4035454,37-4639723,215-83-0046,3444 Cedar St,Manama,,24018,SA,Yes,No,No,No,No,https://www.white-services-llc.com,395,Deal-Related,SA,SAR,LLC,Partnership,International,Software Development,Middle East,US Private Debt,Pending Validation
996,Taylor Services,False,31-Dec,1141621,18-1384936,661-94-3969,7172 Elm Ct,Bogotá,,31150,BR,No,Yes,Yes,Yes,No,https://www.taylor-services.com,396,Deal-Related,BR,BRL,LLC,Private Company,Domestic,Software Development,South America,Global Convertibles,Active
997,Garcia Group,False,31-Dec,1090395,36-2324928,694-79-3314,2263 Riverside Pl,Buenos Aires,,66369,CO,Yes,Yes,No,Yes,Yes,https://www.garcia-group.com,397,Portfolio Company-Related,CO,COP,SA,Partnership,Domestic,eCommerce,South America,Global Credit,Pending Validation
998,Costa Partners,False,30-Sep,1130159,46-5815525,513-61-9501,195 Center Pl,Guadalajara,,62101,MX,No,No,No,Yes,No,https://www.costa-partners.com,398,Deal-Related,MX,MXN,Private Company,Partnership,Domestic,Construction,North America,US Private Debt,Pending Validation
999,Schmidt Group,True,30-Jun,2543271,35-0153218,470-83-1670,2419 Main Way,Riyadh,,17383,BH,No,No,Yes,No,Yes,https://www.schmidt-group.com,399,Fund-Related,BH,BHD,Limited Company,Public Sector Undertaking,International,Software Development,Middle East,Global Credit,Active
1000,Harris International LLC,False,31-Dec,3829583,36-6244360,783-75-5855,3026 Hill Pl,Manama,,17979,SA,Yes,No,Yes,No,Yes,https://www.harris-international-llc.com,400,Deal-Related,SA,SAR,LLC,Corporation,Domestic,Healthcare,Middle East,Global Convertibles,Draft
1001,Smith Ventures,False,30-Jun,3657342,74-0536367,165-53-7055,1868 Willow Rd,Abu Dhabi,,83660,SA,No,Yes,Yes,Yes,No,https://www.smith-ventures.com,401,Fund-Related,SA,SAR,SA,Corporation,International,eCommerce,Middle East,Global Convertibles,Active
1002,Müller Capital Ltd,True,31-Mar,3592157,22-6785940,112-30-5226,2110 Spruce Pl,Montevideo,,99954,CL,No,No,No,Yes,No,https://www.mller-capital-ltd.com,402,Deal-Related,CL,CLP,Limited Company,Public Sector Undertaking,International,Construction,South America,European Senior Loans,Active
1003,Smith Services SA,True,31-Dec,2589839,11-2911451,523-81-8011,6436 Walnut Ave,Abu Dhabi,,80601,KW,No,No,Yes,Yes,Yes,https://www.smith-services-sa.com,403,Portfolio Company-Related,KW,KWD,SA,Private Company,International,Healthcare,Middle East,Global Convertibles,Draft
1004,Costa Holdings SARL,True,30-Sep,1027911,27-0190431,267-73-5680,8569 Cherry Ln,Buenos Aires,,58741,AR,No,No,Yes,No,Yes,https://www.costa-holdings-sarl.com,404,Portfolio Company-Related,AR,ARS,SARL,Individual,International,Healthcare,South America,Global Credit,Draft
1005,Schmidt Services Ltd,True,31-Mar,2445424,41-0734688,360-51-9114,8373 Cedar Way,Lima,,12874,AR,No,Yes,Yes,No,No,https://www.schmidt-services-ltd.com,405,Fund-Related,AR,ARS,Limited Company,Partnership,International,eCommerce,South America,European Senior Loans,Active
1006,Smith Enterprises SARL,False,30-Sep,2406246,97-9200101,516-18-5396,1458 Park Dr,Doha,,29179,QA,No,Yes,Yes,Yes,No,https://www.smith-enterprises-sarl.com,406,Fund-Related,QA,QAR,SARL,Public Sector Undertaking,Domestic,Healthcare,Middle East,European Senior Loans,Active
1007,Schmidt Group Ltd,True,31-Dec,1925747,95-1503425,896-69-6260,4510 Broad Dr,Berlin,,25728,DE,No,No,Yes,Yes,No,https://www.schmidt-group-ltd.com,407,Deal-Related,DE,EUR,Limited Company,Public Sector Undertaking,Domestic,Construction,Europe,US Private Debt,Active
1008,Garcia Solutions LLC,True,30-Jun,1051010,52-5750028,348-36-8836,886 Hill Rd,Ottawa,,M8K 2O0,CA,Yes,Yes,Yes,Yes,Yes,https://www.garcia-solutions-llc.com,408,Fund-Related,CA,CAD,LLC,Individual,Domestic,Software Development,North America,Global Credit,Pending Validation
1009,Taylor International LLC,True,31-Mar,4841456,88-7183451,269-88-2281,3386 Lake St,Ottawa,,L8I 9R2,CA,Yes,Yes,No,Yes,No,https://www.taylor-international-llc.com,409,Portfolio Company-Related,CA,CAD,LLC,Public Sector Undertaking,International,eCommerce,North America,Global Convertibles,Pending Validation
1010,Harris Advisors,True,30-Sep,3656892,86-9831936,342-73-8333,8265 Main Ave,Phoenix,AR,51724,US,No,Yes,Yes,No,Yes,https://www.harris-advisors.com,410,Portfolio Company-Related,US,USD,SARL,Private Company,International,Healthcare,North America,European Senior Loans,Active
1011,Martin Solutions LLC,False,30-Jun,1728182,73-6291432,351-60-7935,4436 Spruce Ct,Caracas,,54747,CL,No,Yes,Yes,Yes,No,https://www.martin-solutions-llc.com,411,Fund-Related,CL,CLP,LLC,Organization,Domestic,eCommerce,South America,Global Credit,Draft
1012,Dubois Advisors Pvt Ltd,True,31-Dec,4861404,24-5172103,822-50-0518,4449 Market Ave,Dublin,,41148,ES,Yes,No,Yes,Yes,Yes,https://www.dubois-advisors-pvt-ltd.com,412,Fund-Related,ES,EUR,Private Company,Corporation,International,Software Development,Europe,Global Convertibles,Active
1013,Smith International LLC,True,30-Sep,4783480,31-9828773,183-20-3119,7878 Cedar Ct,Miami,OH,94875,US,No,Yes,No,No,No,https://www.smith-international-llc.com,413,Deal-Related,US,USD,LLC,Corporation,Domestic,Software Development,North America,Global Convertibles,Draft
1014,Garcia Capital Ltd,True,30-Jun,1843942,63-1819316,545-39-2722,4361 Cherry Pl,Prague,,87553,AT,No,Yes,No,No,No,https://www.garcia-capital-ltd.com,414,Fund-Related,AT,EUR,Limited Company,Organization,International,Software Development,Europe,US Private Debt,Draft
1015,White Partners LLC,True,31-Dec,1049348,51-4193310,270-82-7731,1491 Park St,Manama,,82359,OM,Yes,Yes,No,Yes,No,https://www.white-partners-llc.com,415,Deal-Related,OM,OMR,LLC,Individual,Domestic,Construction,Middle East,Global Convertibles,Pending Validation
1016,Silva Services SA,False,31-Mar,4305435,14-5101462,844-82-4267,1007 Center Blvd,São Paulo,,96025,VE,Yes,Yes,No,No,Yes,https://www.silva-services-sa.com,416,Portfolio Company-Related,VE,VES,SA,Public Sector Undertaking,Domestic,eCommerce,South America,European Senior Loans,Active
1017,Silva International SA,True,31-Mar,2598880,49-0142249,465-46-6523,8196 Lake Dr,Lisbon,,56640,SE,Yes,Yes,Yes,No,No,https://www.silva-international-sa.com,417,Portfolio Company-Related,SE,SEK,SA,Corporation,Domestic,eCommerce,Europe,European Senior Loans,Pending Validation
1018,Silva Services SARL,False,30-Jun,4826931,77-0319096,532-83-5174,9065 Pine Ln,Montevideo,,72041,EC,Yes,No,Yes,No,No,https://www.silva-services-sarl.com,418,Fund-Related,EC,USD,SARL,Individual,International,Construction,South America,European Senior Loans,Active
1019,Garcia Investments SA,False,30-Sep,3594063,43-2660840,800-90-0124,3635 Riverside St,Santiago,,17687,EC,No,No,No,No,Yes,https://www.garcia-investments-sa.com,419,Deal-Related,EC,USD,SA,Corporation,International,Construction,South America,European Senior Loans,Pending Validation
1020,Smith Enterprises Pvt Ltd,False,30-Sep,1296623,46-9631589,286-12-7423,4182 Spruce Blvd,Lisbon,,88361,DE,No,No,Yes,No,Yes,https://www.smith-enterprises-pvt-ltd.com,420,Portfolio Company-Related,DE,EUR,Private Company,Public Sector Undertaking,International,Finance,Europe,European Senior Loans,Pending Validation
1021,Brown Management SA,False,30-Sep,1703640,26-8677962,405-22-1932,8171 Hill St,Tijuana,,80849,MX,No,Yes,Yes,No,Yes,https://www.brown-management-sa.com,421,Deal-Related,MX,MXN,SA,Partnership,Domestic,eCommerce,North America,Global Convertibles,Draft
1022,Jackson International SA,False,31-Dec,3461420,85-4889357,178051806747478,4260 Washington Pl,Lyon,,75066,FR,Yes,No,No,No,No,https://www.jackson-international-sa.com,422,Deal-Related,FR,EUR,SA,Corporation,International,Healthcare,Europe,European Senior Loans,Draft
1023,Taylor Ventures Pvt Ltd,False,31-Dec,1459473,60-3675408,690-54-6684,1744 Hill Ct,Riyadh,,34684,OM,No,Yes,No,No,Yes,https://www.taylor-ventures-pvt-ltd.com,423,Deal-Related,OM,OMR,Private Company,Public Sector Undertaking,Domestic,Construction,Middle East,US Private Debt,Active
1024,Silva Enterprises,True,30-Jun,2568564,53-8038102,585-14-2224,7889 Elm Ct,Prague,,53923,BE,No,Yes,Yes,No,No,https://www.silva-enterprises.com,424,Fund-Related,BE,EUR,Private Company,Public Sector Undertaking,Domestic,Finance,Europe,Global Convertibles,Pending Validation
1025,Dubois Partners Ltd,True,31-Mar,2952882,35-1542997,456-80-4822,7653 Center Way,Dallas,MT,35304,US,No,Yes,Yes,No,No,https://www.dubois-partners-ltd.com,425,Deal-Related,US,USD,Limited Company,Corporation,Domestic,eCommerce,North America,European Senior Loans,Active
1026,Johnson Investments SA,True,30-Jun,1060986,19-3415979,607-36-9357,256 Maple Way,Santiago,,25247,CL,Yes,No,No,Yes,Yes,https://www.johnson-investments-sa.com,426,Deal-Related,CL,CLP,SA,Private Company,Domestic,eCommerce,South America,US Private Debt,Draft
1027,Smith Management SA,False,31-Dec,3131740,70-4086740,358-57-9845,5536 Center Way,Doha,,15259,KW,No,Yes,Yes,Yes,No,https://www.smith-management-sa.com,427,Portfolio Company-Related,KW,KWD,SA,Partnership,Domestic,Construction,Middle East,European Senior Loans,Draft
1028,Lefevre Solutions,True,30-Jun,2295682,89-9418852,435-88-3626,1036 Broad Ln,Puebla,,25292,MX,Yes,Yes,Yes,No,No,https://www.lefevre-solutions.com,428,Deal-Related,MX,MXN,Private Company,Individual,Domestic,eCommerce,North America,European Senior Loans,Active
1029,Anderson Partners,True,30-Sep,3129662,22-0533803,684-92-6366,8027 Cherry Ln,Berlin,,58018,AT,No,Yes,No,Yes,No,https://www.anderson-partners.com,429,Portfolio Company-Related,AT,EUR,LLC,Corporation,Domestic,Healthcare,Europe,US Private Debt,Pending Validation
1030,Taylor Holdings LLC,True,30-Sep,4984479,21-0064443,543-97-3818,3445 Maple Ave,Puebla,,51996,MX,No,Yes,No,No,Yes,https://www.taylor-holdings-llc.com,430,Portfolio Company-Related,MX,MXN,LLC,Individual,Domestic,Construction,North America,US Private Debt,Pending Validation
1031,Johnson Enterprises,True,30-Jun,3293086,43-1362099,260-40-2847,9044 Pine Blvd,São Paulo,,63545,PE,No,No,No,Yes,Yes,https://www.johnson-enterprises.com,431,Portfolio Company-Related,PE,PEN,SA,Individual,International,eCommerce,South America,Global Credit,Active
1032,Dubois Group Ltd,True,31-Mar,1551055,73-0267689,736-85-6844,2770 Park Ln,Jeddah,,77295,AE,Yes,Yes,No,No,No,https://www.dubois-group-ltd.com,432,Portfolio Company-Related,AE,AED,Limited Company,Organization,Domestic,Construction,Middle East,Global Convertibles,Active
1033,Costa Services LLC,True,31-Mar,2161582,32-8958250,227-69-9067,6045 Washington Blvd,Tel Aviv,,34485,SA,Yes,Yes,No,Yes,Yes,https://www.costa-services-llc.com,433,Deal-Related,SA,SAR,LLC,Partnership,International,Software Development,Middle East,Global Convertibles,Pending Validation
1034,Müller Management SARL,True,30-Jun,4574293,57-5007028,218-87-6756,6269 Main Ln,Monterrey,,13129,MX,Yes,No,Yes,No,No,https://www.mller-management-sarl.com,434,Fund-Related,MX,MXN,SARL,Partnership,Domestic,Healthcare,North America,US Private Debt,Draft
1035,Johnson Partners Pvt Ltd,True,31-Dec,3770180,20-5666886,752-48-6922,6566 Oak Blvd,Brussels,,95576,DE,No,No,Yes,Yes,No,https://www.johnson-partners-pvt-ltd.com,435,Deal-Related,DE,EUR,Private Company,Private Company,International,Healthcare,Europe,US Private Debt,Pending Validation
1036,Dubois Enterprises SARL,False,30-Jun,2184828,97-5059400,739-46-5707,1703 Sunset Ct,Kuwait City,,44786,SA,Yes,No,No,No,Yes,https://www.dubois-enterprises-sarl.com,436,Deal-Related,SA,SAR,SARL,Individual,Domestic,Software Development,Middle East,US Private Debt,Draft
1037,Kowalski Services SARL,True,30-Sep,4242340,62-7800479,572-51-6606,7597 Broad Ct,Buenos Aires,,28623,PE,No,Yes,No,No,Yes,https://www.kowalski-services-sarl.com,437,Fund-Related,PE,PEN,SARL,Private Company,International,Healthcare,South America,US Private Debt,Draft
1038,Rossi Services Pvt Ltd,True,31-Dec,1047638,52-8907365,133-47-6977,4421 Willow Pl,Santiago,,99740,CL,Yes,No,No,No,Yes,https://www.rossi-services-pvt-ltd.com,438,Portfolio Company-Related,CL,CLP,Private Company,Organization,International,Healthcare,South America,Global Convertibles,Active
1039,Martin Investments Pvt Ltd,True,30-Sep,1143943,86-6779646,776-50-2292,418 Center Ln,Vancouver,,N6M 0S9,CA,No,No,Yes,Yes,No,https://www.martin-investments-pvt-ltd.com,439,Fund-Related,CA,CAD,Private Company,Organization,Domestic,Finance,North America,European Senior Loans,Pending Validation
1040,Anderson Industries,True,31-Mar,3603452,18-4944694,115-68-0670,3561 Riverside Ave,São Paulo,,74011,CL,No,Yes,No,No,Yes,https://www.anderson-industries.com,440,Deal-Related,CL,CLP,SARL,Organization,International,eCommerce,South America,Global Credit,Active
1041,Brown Industries SA,True,30-Sep,2534453,31-9121979,430-50-4932,4448 Park Ave,Ottawa,,S5E 0E8,CA,Yes,Yes,Yes,Yes,Yes,https://www.brown-industries-sa.com,441,Fund-Related,CA,CAD,SA,Organization,International,Construction,North America,Global Convertibles,Active
1042,Johnson International LLC,False,31-Mar,3974033,71-8117569,452-34-9456,6647 Broad Rd,Muscat,,91436,SA,No,No,Yes,No,No,https://www.johnson-international-llc.com,442,Portfolio Company-Related,SA,SAR,LLC,Partnership,International,Healthcare,Middle East,Global Convertibles,Pending Validation
1043,Jackson Management SA,False,30-Jun,2526288,54-1108224,150-14-4131,6383 Washington Ct,Dublin,,96288,AT,No,No,Yes,Yes,Yes,https://www.jackson-management-sa.com,443,Portfolio Company-Related,AT,EUR,SA,Private Company,International,Construction,Europe,US Private Debt,Draft
1044,Taylor Advisors Pvt Ltd,True,30-Sep,1833796,98-7973718,804-86-2539,6085 Pine Rd,Rome,,75525,ES,Yes,Yes,Yes,No,Yes,https://www.taylor-advisors-pvt-ltd.com,444,Portfolio Company-Related,ES,EUR,Private Company,Individual,International,Healthcare,Europe,Global Credit,Draft
1045,Smith Group LLC,True,30-Sep,1460084,67-1995699,532-55-6602,174 Willow Ln,Vienna,,60822,IT,Yes,No,Yes,No,No,https://www.smith-group-llc.com,445,Deal-Related,IT,EUR,LLC,Corporation,International,Construction,Europe,European Senior Loans,Pending Validation
1046,Silva Investments LLC,True,30-Jun,4004611,49-9230964,872-79-1305,8994 Spruce Pl,Vancouver,,R4D 6Y0,CA,Yes,Yes,Yes,Yes,Yes,https://www.silva-investments-llc.com,446,Fund-Related,CA,CAD,LLC,Partnership,Domestic,eCommerce,North America,Global Convertibles,Pending Validation
1047,Johnson Advisors SA,True,30-Sep,1925645,42-7995004,744-22-7370,5484 Sunset Dr,Vancouver,,R8Z 4L0,CA,Yes,No,No,No,No,https://www.johnson-advisors-sa.com,447,Deal-Related,CA,CAD,SA,Individual,International,Finance,North America,US Private Debt,Pending Validation
1048,Costa Enterprises Pvt Ltd,False,30-Jun,1291246,20-7456747,122-78-8251,9629 Riverside Pl,Berlin,,19254,IT,Yes,No,No,Yes,No,https://www.costa-enterprises-pvt-ltd.com,448,Fund-Related,IT,EUR,Private Company,Organization,International,eCommerce,Europe,US Private Debt,Active
1049,Harris Industries SA,True,31-Mar,3437395,64-8213447,709-23-7804,7163 Main Dr,Rio de Janeiro,,28314,VE,No,Yes,No,Yes,Yes,https://www.harris-industries-sa.com,449,Deal-Related,VE,VES,SA,Individual,International,Healthcare,South America,Global Credit,Active
1050,Schmidt International Pvt Ltd,True,31-Dec,839706,89-5889724,801-72-0447,6226 Maple Ct,Miami,CO,72242,US,Yes,No,No,No,Yes,https://www.schmidt-international-pvt-ltd.com,450,Portfolio Company-Related,US,USD,Private Company,Organization,Domestic,Healthcare,North America,US Private Debt,Pending Validation
1051,White Services SA,True,31-Dec,1088050,64-0738553,606-80-4065,2901 Center Ln,Austin,VT,82510,US,No,No,Yes,No,Yes,https://www.white-services-sa.com,451,Deal-Related,US,USD,SA,Private Company,International,Construction,North America,Global Convertibles,Active
1052,Kowalski Management Pvt Ltd,True,31-Mar,1836068,85-4882155,237-69-8210,8363 Pine Way,Vienna,,75820,AT,Yes,No,Yes,Yes,Yes,https://www.kowalski-management-pvt-ltd.com,452,Portfolio Company-Related,AT,EUR,Private Company,Individual,Domestic,Finance,Europe,US Private Debt,Pending Validation
1053,Anderson Services,True,30-Sep,2575931,81-5227870,313-88-9731,1095 Maple Way,Buenos Aires,,28847,VE,No,No,Yes,Yes,No,https://www.anderson-services.com,453,Deal-Related,VE,VES,SARL,Private Company,Domestic,Construction,South America,US Private Debt,Pending Validation
1054,Brown Capital Pvt Ltd,True,30-Jun,2841337,46-0230406,451-98-1823,5000 Broad Ct,Dubai,,53499,OM,No,Yes,Yes,No,Yes,https://www.brown-capital-pvt-ltd.com,454,Portfolio Company-Related,OM,OMR,Private Company,Partnership,Domestic,Software Development,Middle East,Global Convertibles,Pending Validation
1055,Moreau Ventures,True,31-Dec,2700415,93-5044815,334-99-1383,6385 Center St,Bogotá,,94850,EC,Yes,Yes,Yes,Yes,No,https://www.moreau-ventures.com,455,Deal-Related,EC,USD,SARL,Corporation,Domestic,Software Development,South America,US Private Debt,Pending Validation
1056,Harris Capital SA,True,31-Mar,3153216,56-0990212,585-41-3659,51 Highland Dr,Quito,,83646,VE,Yes,Yes,Yes,No,Yes,https://www.harris-capital-sa.com,456,Fund-Related,VE,VES,SA,Organization,International,Construction,South America,Global Convertibles,Pending Validation
1057,Moreau Services Pvt Ltd,True,31-Dec,3228211,25-3956097,522-29-4414,8384 Hill Dr,Monterrey,,96681,MX,Yes,Yes,No,Yes,No,https://www.moreau-services-pvt-ltd.com,457,Fund-Related,MX,MXN,Private Company,Corporation,International,Software Development,North America,European Senior Loans,Pending Validation
1058,Johnson International SA,True,30-Jun,4723023,80-3475523,700-37-3817,5384 Elm St,Brussels,,28964,IT,Yes,Yes,Yes,No,Yes,https://www.johnson-international-sa.com,458,Portfolio Company-Related,IT,EUR,SA,Corporation,International,Software Development,Europe,Global Credit,Pending Validation
1059,Müller Industries LLC,False,31-Mar,2371687,50-2993320,246-15-3451,7054 Cherry Ln,Lima,,23037,UY,No,No,Yes,Yes,No,https://www.mller-industries-llc.com,459,Fund-Related,UY,UYU,LLC,Individual,Domestic,Healthcare,South America,Global Convertibles,Draft
1060,Kowalski Group,True,30-Sep,4589888,74-5009306,472-79-2811,6932 Oak Rd,Doha,,16051,OM,No,No,Yes,Yes,Yes,https://www.kowalski-group.com,460,Fund-Related,OM,OMR,Limited Company,Corporation,International,Software Development,Middle East,European Senior Loans,Pending Validation
1061,Silva Group SA,True,30-Sep,2835734,59-3031181,453-96-8711,9039 Willow Way,Quito,,87635,AR,Yes,Yes,No,No,Yes,https://www.silva-group-sa.com,461,Fund-Related,AR,ARS,SA,Private Company,Domestic,Finance,South America,US Private Debt,Pending Validation
1062,Harris Partners SARL,True,30-Jun,912230,55-5357229,606-64-7885,6783 Willow Dr,Rome,,95715,SE,No,Yes,No,Yes,No,https://www.harris-partners-sarl.com,462,Fund-Related,SE,SEK,SARL,Organization,International,Finance,Europe,European Senior Loans,Pending Validation
1063,Lefevre Management,False,31-Dec,2953240,94-9047957,236-93-5697,1944 Washington Pl,Manama,,79316,IL,No,No,No,Yes,Yes,https://www.lefevre-management.com,463,Portfolio Company-Related,IL,ILS,SARL,Private Company,Domestic,Healthcare,Middle East,Global Credit,Draft
1064,Moreau Investments SARL,False,30-Sep,2750382,15-5376889,899-60-0453,3156 Park Way,Muscat,,89486,OM,Yes,Yes,No,No,Yes,https://www.moreau-investments-sarl.com,464,Portfolio Company-Related,OM,OMR,SARL,Organization,Domestic,Construction,Middle East,European Senior Loans,Pending Validation
1065,Lefevre Capital Pvt Ltd,True,31-Mar,3301115,25-4603979,437-77-6779,8596 Lake Rd,Stockholm,,17626,NL,No,No,No,Yes,No,https://www.lefevre-capital-pvt-ltd.com,465,Portfolio Company-Related,NL,EUR,Private Company,Private Company,Domestic,Construction,Europe,Global Convertibles,Draft
1066,Smith Advisors LLC,False,31-Dec,1310306,65-7471356,534-21-7165,4177 Park Rd,Doha,,58050,OM,Yes,Yes,No,No,Yes,https://www.smith-advisors-llc.com,466,Fund-Related,OM,OMR,LLC,Public Sector Undertaking,Domestic,Software Development,Middle East,US Private Debt,Pending Validation
1067,White International SA,True,31-Mar,1546580,28-4967790,125-13-6904,1290 Park Ct,Riyadh,,68547,BH,Yes,No,No,No,Yes,https://www.white-international-sa.com,467,Fund-Related,BH,BHD,SA,Private Company,Domestic,Finance,Middle East,European Senior Loans,Draft
1068,Johnson Management,True,31-Mar,1274400,23-9628650,790-24-3742,8337 Oak St,São Paulo,,42053,VE,Yes,No,Yes,No,Yes,https://www.johnson-management.com,468,Fund-Related,VE,VES,SA,Private Company,International,Construction,South America,US Private Debt,Active
1069,Thomas Industries SARL,True,30-Sep,1507471,47-5142147,556-87-6981,2731 Broad Dr,Quito,,15551,AR,No,No,Yes,Yes,Yes,https://www.thomas-industries-sarl.com,469,Fund-Related,AR,ARS,SARL,Individual,International,eCommerce,South America,Global Credit,Active
1070,Anderson Advisors LLC,True,31-Mar,4878198,49-7653827,345-57-6100,2808 Cherry Way,Boston,VA,18569,US,No,No,No,No,Yes,https://www.anderson-advisors-llc.com,470,Deal-Related,US,USD,LLC,Organization,Domestic,Software Development,North America,US Private Debt,Pending Validation
1071,Rossi Management,True,31-Mar,4724205,26-5126646,855-11-8188,5811 Highland Rd,Manama,,65799,KW,Yes,Yes,Yes,No,No,https://www.rossi-management.com,471,Fund-Related,KW,KWD,SARL,Partnership,International,eCommerce,Middle East,Global Credit,Pending Validation
1072,Moreau Industries LLC,False,31-Dec,1867994,62-6506196,897-20-9167,3978 Spruce Pl,Buenos Aires,,99825,AR,No,Yes,Yes,Yes,No,https://www.moreau-industries-llc.com,472,Deal-Related,AR,ARS,LLC,Corporation,Domestic,eCommerce,South America,Global Convertibles,Draft
1073,Anderson Partners Pvt Ltd,False,31-Mar,2127635,13-3551099,697-48-2430,9573 Oak Ln,Lima,,76662,VE,Yes,No,No,No,No,https://www.anderson-partners-pvt-ltd.com,473,Portfolio Company-Related,VE,VES,Private Company,Partnership,International,Construction,South America,US Private Debt,Draft
1074,Martin Group Ltd,False,30-Sep,1134236,50-8536101,216-12-2105,1754 Hill Ave,Guadalajara,,58940,MX,Yes,No,Yes,Yes,No,https://www.martin-group-ltd.com,474,Deal-Related,MX,MXN,Limited Company,Public Sector Undertaking,Domestic,Healthcare,North America,Global Credit,Active
1075,Moreau Ventures,False,31-Dec,1875748,26-9661876,802-39-1636,4423 Hill Pl,Montevideo,,59923,EC,No,No,Yes,No,No,https://www.moreau-ventures.com,475,Deal-Related,EC,USD,Limited Company,Public Sector Undertaking,Domestic,Construction,South America,Global Credit,Active
1076,Smith International Pvt Ltd,False,30-Sep,2900304,71-1096115,890-76-2077,4239 Willow Pl,Stockholm,,81646,IT,Yes,Yes,No,Yes,No,https://www.smith-international-pvt-ltd.com,476,Deal-Related,IT,EUR,Private Company,Private Company,Domestic,Construction,Europe,European Senior Loans,Pending Validation
1077,Costa Services Ltd,False,30-Sep,926342,42-7601770,252-47-2320,7142 Sunset Blvd,Jeddah,,63669,AE,Yes,Yes,No,No,No,https://www.costa-services-ltd.com,477,Deal-Related,AE,AED,Limited Company,Corporation,Domestic,Software Development,Middle East,Global Credit,Pending Validation
